rank,address,balance_raw,balance_formatted,percentage_of_supply
12050,0x8968d39567bf0b467b2fa71d6e5dfff904efdcb5,1000000000663505564,1.000000000663505473,0.000000
12051,0xd2a7b1c1e962aa071a48d0aa011635e4fa93c80d,1000000000663233556,1.000000000663233468,0.000000
12052,0xf97e6eee5f79cedb0b0d1a0ecfcb4e5f246f8aa5,1000000000662999683,1.000000000662999655,0.000000
12053,0x7bb59fa969f7e6f246228db673d91ddab277f224,1000000000662940446,1.000000000662940369,0.000000
12054,0x3e7a85eb864378299d39f57ec98bbac1de6432b8,1000000000662785945,1.000000000662786048,0.000000
12055,0x4ce846d5081d1a4806dd6ce07aa773c0d2292d1d,1000000000662708750,1.000000000662708777,0.000000
12056,0x9d0d4d9ca3c808abd32c165d066a097486ac813e,1000000000662600859,1.000000000662600863,0.000000
12057,0xb21a4f276edd66fdc992b90f58c8e44d73f37e58,1000000000661892283,1.000000000661892319,0.000000
12058,0x0052ccaf0b59e70e65b014231de8e2190cfe6483,1000000000661799641,1.000000000661799726,0.000000
12059,0xfb2aa0702990f5d84874603a1156830b0cb6e6e6,1000000000661791694,1.000000000661791733,0.000000
12060,0x64fd084ec1b15572e36165e754896fb2cb974713,1000000000661338486,1.000000000661338539,0.000000
12061,0x102fd794d19eeafc2da700ae5dca41fbdf686b06,1000000000661276339,1.000000000661276367,0.000000
12062,0x0c809903b8f9872da2b88d15ac542010d4be7191,1000000000661117043,1.000000000661116939,0.000000
12063,0xd41e2fdbc1a1b82efcd94bc7741d490a8e0e6532,1000000000660544404,1.000000000660544508,0.000000
12064,0x5e5ff7202b0f9581d6b3c695117e6765b2f95617,1000000000660496625,1.000000000660496546,0.000000
12065,0xabf57d318295ebbca3aa3d1d3f8f971205cab705,1000000000660430966,1.000000000660431043,0.000000
12066,0xaf27eae563df45848ed47eafcd123de4e7d4c345,1000000000660350940,1.000000000660350885,0.000000
12067,0x110bae47650a57396aec5feb85ea779046bc05bd,1000000000660344281,1.000000000660344224,0.000000
12068,0xa75861a0be8bb1f8d755e0e4f4564be18a52f925,1000000000660283374,1.000000000660283384,0.000000
12069,0xf695ac266899cb3424fce24d19a71f48d037dcc1,1000000000660208130,1.000000000660208110,0.000000
12070,0x51415247434830f6a0ccceb9f705e80341ffb195,1000000000660176953,1.000000000660177024,0.000000
12071,0x54e2bd1644800f380e325d1500eaa7a24ee45039,1000000000660087201,1.000000000660087096,0.000000
12072,0xd4280a8af751a20d37131729de9a30b9ab0fbefd,1000000000660025757,1.000000000660025812,0.000000
12073,0xba59968356453ed90da7c393aa3afe5fce8e20ea,1000000000659397969,1.000000000659397870,0.000000
12074,0xc227ef62453e3512db949b2b994c3b79c1efb811,1000000000659332421,1.000000000659332366,0.000000
12075,0xfe3b0c9a1bf69bb86aad2dbfd2b1882dd7ab078a,1000000000659266158,1.000000000659266197,0.000000
12076,0x1671240b4e4eea22c8e04456e2f665c0259b3b00,1000000000659178387,1.000000000659178490,0.000000
12077,0xe4029ee4556d70e7acae000258129844c6162240,1000000000659069850,1.000000000659069910,0.000000
12078,0x8c30678da27e8ae063f3d54e05e072309794653f,1000000000658992469,1.000000000658992416,0.000000
12079,0xa00299bcef4e1d4e9fc6f3e0b748ac063279e4ec,1000000000658844532,1.000000000658844534,0.000000
12080,0xa5071f1517919a0ec6e4805b458191f4ad0feca3,1000000000658729135,1.000000000658729071,0.000000
12081,0xa9a9b530ffd467674d5b9dbe8cd6efd392d68d52,1000000000658636750,1.000000000658636701,0.000000
12082,0xc2c41894c194edcbe5a512709c9b2e89c2880103,1000000000658588201,1.000000000658588295,0.000000
12083,0x470a7651ce58e047020983362f86400f50faa26a,1000000000658478880,1.000000000658478827,0.000000
12084,0x7bbf4fc67d706e6fd8a8fcb162c70f15f3d60e6f,1000000000658322371,1.000000000658322286,0.000000
12085,0xb91f3bd8504b457beedf178569e33bd3e91db3d7,1000000000658303804,1.000000000658303856,0.000000
12086,0xfa50e98414ccc01e8248886cc523b62afbc9f23e,1000000000657970936,1.000000000657971011,0.000000
12087,0xa025a0e52b74278326e1c3fdcb89ec2b325931db,1000000000657895248,1.000000000657895294,0.000000
12088,0xf9ca7722f382d66340fde694421cf63120334b8c,1000000000657731309,1.000000000657731203,0.000000
12089,0x13b9dbf77c7cd6da9103691af4cb98683f6e382e,1000000000657608046,1.000000000657607968,0.000000
12090,0x056df8c0506bb4680ced2f805b786f41604bb882,1000000000657578820,1.000000000657578880,0.000000
12091,0x1a2288d0f4295d3c10a3d66c8deeb92a8bb17979,1000000000657427853,1.000000000657427890,0.000000
12092,0x8f4d9d64fe8cd4aec1b5840bbdeed4f9262e9647,1000000000657425896,1.000000000657425892,0.000000
12093,0x6425368b50babcc562a18c1d5abfae341433729a,1000000000657093336,1.000000000657093269,0.000000
12094,0x0156bfa1091cf041846c6ad02877603b429c6570,1000000000657092982,1.000000000657093047,0.000000
12095,0xb566c56b7e6ec910aa8562c779c803d2c8d25d70,1000000000656603377,1.000000000656603438,0.000000
12096,0x97fdde30566481c05220c01aed8d188e124f86bd,1000000000656409921,1.000000000656409815,0.000000
12097,0xee9e48f58876562d68475ddc6af842d7344950e4,1000000000656350531,1.000000000656350529,0.000000
12098,0xbd78c03788f5664218ca06199bfd3ab7af5111a6,1000000000656313712,1.000000000656313670,0.000000
12099,0x0d68af736fa1ad8d421775103a2e65c8fad9987b,1000000000656053972,1.000000000656053878,0.000000
12100,0xee8284c498e6f1ad9ad50d0050f0b2ede9476f45,1000000000655989174,1.000000000655989263,0.000000
12101,0xb7982afa4aff13d1b14253fa1cd16b5fa31148b7,1000000000655524841,1.000000000655524746,0.000000
12102,0xd98b25c088d0e795ca698a86449bbf65fe128995,1000000000655442532,1.000000000655442589,0.000000
12103,0x463c5ad9d1d3fd65c9f96dc72f35b2b624c03d98,1000000000654631149,1.000000000654631238,0.000000
12104,0x047a5e21366415f5c7872fcf25b1eec804c34444,1000000000654469785,1.000000000654469812,0.000000
12105,0xa3ccfdf0d0a6cec3c3b7ac338846991ec6e59988,1000000000654465480,1.000000000654465371,0.000000
12106,0x4a848b5abab3eac3499dfc9d87511a00a33da53e,1000000000654312192,1.000000000654312160,0.000000
12107,0x88a8368d02fa892052340185dc314bffdecacefb,1000000000654085907,1.000000000654085897,0.000000
12108,0x8da1d4612118482f486d673e8c7be0db009a3458,1000000000654016686,1.000000000654016619,0.000000
12109,0x4f5230a4f020decd3c6b20ce6542378ca2a05f81,1000000000654008769,1.000000000654008847,0.000000
12110,0x0846e7e0aac968e34111732617d3355374efc4e3,1000000000653672320,1.000000000653672227,0.000000
12111,0x5fcf4419a4f02964ffdfccf459a328d43b71c3fe,1000000000653562810,1.000000000653562759,0.000000
12112,0xbdbfda96509d50c57abf6273d99697935df0363b,1000000000653294668,1.000000000653294752,0.000000
12113,0x4505375f75a92f55e0305d7551c8b040051bb408,1000000000653031296,1.000000000653031407,0.000000
12114,0x610cee41593101832aafe03b256ba1efa154eef3,1000000000652808127,1.000000000652808030,0.000000
12115,0x6c9e67c53dd0f5fb683317ce2d20010398b74708,1000000000652783691,1.000000000652783605,0.000000
12116,0x2612ba8d234c85b10d67a116202b4b651144e7d4,1000000000652440045,1.000000000652440102,0.000000
12117,0x461dae966658c0c7ca1466ddc345922c6aa704a3,1000000000652285070,1.000000000652285115,0.000000
12118,0xe15fbf44b9ac834a9fba6ae974a7f1c2d760c8ae,1000000000652191331,1.000000000652191412,0.000000
12119,0xca6e62f2ca041bd8c095f799ba6b2198fb1076e0,1000000000652186534,1.000000000652186527,0.000000
12120,0x24d8128b582323bf03a13961f02a16bb5c8514db,1000000000652117201,1.000000000652117249,0.000000
12121,0x5ed16b124fbfc67a5f7cd0ba762ff602d3c5da54,1000000000651939499,1.000000000651939391,0.000000
12122,0xf412eacbcca8ea9e82fde1f15f8ebb44615fdd89,1000000000651738766,1.000000000651738663,0.000000
12123,0x05971f3ae60774764b751e1185ff09f3a498eb8e,1000000000651700764,1.000000000651700693,0.000000
12124,0x169bf02f8cb7c125edd7e9c3cbf924b91c3dd28b,1000000000651550108,1.000000000651550147,0.000000
12125,0xed7c21b0f69d5e08dca1c4480a68445a28fcf0ce,1000000000650958292,1.000000000650958398,0.000000
12126,0x2c3f43643f38c299f1d57b7c5b9bc13ecfa4ebea,1000000000650565343,1.000000000650565379,0.000000
12127,0xd62095e43a7f5d2350279fcfab3df120faad54d0,1000000000650539476,1.000000000650539400,0.000000
12128,0x5ad363c16690940c25629244013a50dba7fc5db4,1000000000650494406,1.000000000650494325,0.000000
12129,0xd64da0aa5c04515776bee3de7ec1cc73a6ab3664,1000000000650379310,1.000000000650379306,0.000000
12130,0x5e01a64dfced7dc693eaaf0f61157a5a8c1de092,1000000000650258560,1.000000000650258514,0.000000
12131,0xd92a499df88b6fe40de501724ab9d5bc48b6c4c9,1000000000650189739,1.000000000650189680,0.000000
12132,0xf3739b6408404ab806550b93fb4db2d052b50f7c,1000000000650181873,1.000000000650181908,0.000000
12133,0xc68efc0fac94ffb2b2b60198d1cc8b5a740e7010,1000000000649828738,1.000000000649828635,0.000000
12134,0x0c248d141dbfe120f5f7ffe8d2c36b3246dd1c53,1000000000649807659,1.000000000649807763,0.000000
12135,0xe3940adb9a16cb9938a112cd3eded1303b0f1ab2,1000000000649546694,1.000000000649546639,0.000000
12136,0x724a88fc401a4688b8c8ce57545e42dccb21ed45,1000000000649535422,1.000000000649535314,0.000000
12137,0x7f8ad7d61caffe869afc2e0f927d5f925dd37d3a,1000000000649158270,1.000000000649158283,0.000000
12138,0x6822a445fa7ed625a6aaeb39afe2486153984947,1000000000648983654,1.000000000648983756,0.000000
12139,0xf2e15d2d1681ca1353a70165bc599890538d7777,1000000000648895589,1.000000000648895604,0.000000
12140,0x0faae0f8196dbe4178c92c90a85e753b09888c4d,1000000000648516243,1.000000000648516352,0.000000
12141,0x6887c842edc022200f45e76e6fd25137f2166389,1000000000648456264,1.000000000648456178,0.000000
12142,0x40cce0b8bc2421f369ae356c0a69647368fc92cd,1000000000648373427,1.000000000648373355,0.000000
12143,0xf61dc4b3ba54928c14b2dd952908a999ce30ae76,1000000000648371354,1.000000000648371357,0.000000
12144,0x2b4f31900acf500aea257d4c3aceee2b31735588,1000000000648139635,1.000000000648139542,0.000000
12145,0x54bd49f1169bc3aa69c4eaa229eddb632ff5f0ee,1000000000648132575,1.000000000648132659,0.000000
12146,0xb9429ff150c9d2146fabb7e581cfc60856b7dbf7,1000000000648068998,1.000000000648068932,0.000000
12147,0xc579edffa4df0a56d4ac43651364134b93273ad9,1000000000648052264,1.000000000648052279,0.000000
12148,0x91be535e38b45b5b77f084f59ce2a5fdd99642f3,1000000000647894064,1.000000000647893961,0.000000
12149,0x4f03254e58ddd366bfddf1bb68c436eacb728989,1000000000647879853,1.000000000647879750,0.000000
12150,0xeb774ca541945b22414bb034f16598168d35a1f2,1000000000647872236,1.000000000647872200,0.000000
12151,0x4890e5986c885496aa5dd4c30765edefb62193df,1000000000647784181,1.000000000647784271,0.000000
12152,0x339c6472703d2c683bd430c5f39cb012ea061bf0,1000000000647708105,1.000000000647708109,0.000000
12153,0x10734507540abb9798c6de50ad5c1aa8b10b0ffa,1000000000647573624,1.000000000647573550,0.000000
12154,0x955726e029a6f420c1a33117ee5d1fe776379e26,1000000000647544673,1.000000000647544685,0.000000
12155,0x17ffb9fbdbce21c34c2fef8976b51e6bb46a41a1,1000000000647441107,1.000000000647441212,0.000000
12156,0xea50c6fa8e39bd3eb52c2c252cd02a25ceda3eda,1000000000647396512,1.000000000647396581,0.000000
12157,0x65ae3651693145047229c1618dd836694400268f,1000000000647393299,1.000000000647393250,0.000000
12158,0x2f5744e15123530f0aaeb9e8d331d9fbce82fd3d,1000000000647300956,1.000000000647300880,0.000000
12159,0x3b6fd0a40e8f64c03288089aee7f458ccbc62472,1000000000647224497,1.000000000647224496,0.000000
12160,0x3aac1236e6a25c74214d3d7f19feab9d2d4f76c2,1000000000647080295,1.000000000647080389,0.000000
12161,0x8ff390bfa4e98d954d8d5ac02e0b220abbeb8074,1000000000646942210,1.000000000646942278,0.000000
12162,0xcbdfc1a309dcf089bbd328fe51558cda3585ec7a,1000000000646626343,1.000000000646626308,0.000000
12163,0x2c95f50782dddb1a11ebae936ba1dd063fd6d7c8,1000000000646581259,1.000000000646581233,0.000000
12164,0x4b4484765eb00d0179ff483413aa0b959db8aedc,1000000000646518915,1.000000000646518838,0.000000
12165,0xc5f5525a356bad475d8ba0492355876b25cbabcd,1000000000646246031,1.000000000646245946,0.000000
12166,0xad92dd24bbb642cb3c69b25c7b76c12124439693,1000000000646133655,1.000000000646133591,0.000000
12167,0x8910ffb768b1ace350f317f8a18a4dee4966184f,1000000000645868413,1.000000000645868470,0.000000
12168,0x1d735d071452c2c0dbd5dacd9712ec646dba78e6,1000000000645803041,1.000000000645802967,0.000000
12169,0x37df7728271ea42f899221e69591c23b3d44171e,1000000000645731962,1.000000000645731912,0.000000
12170,0x81a38c31fe45014f67f05abedef0e2a80a31213a,1000000000645537912,1.000000000645537845,0.000000
12171,0x67181b7aa59e0cc579c8a706bef19b3e266d3417,1000000000645230614,1.000000000645230536,0.000000
12172,0xde3e97b9b9c5c3de055cabd73d493f0e3532a277,1000000000645193160,1.000000000645193232,0.000000
12173,0x555b8d9863c1c0c4ea504f1f7b16865c259e4ad3,1000000000645136455,1.000000000645136389,0.000000
12174,0x85d577238dd0dacfb7b1d331dee01189d49d2141,1000000000645118667,1.000000000645118625,0.000000
12175,0x0ba24ef0d05e60736479e2a8f09b000e5685545a,1000000000644847850,1.000000000644847953,0.000000
12176,0x93e60c15f27ac3f78462cef8115cea99caa5a92d,1000000000644803501,1.000000000644803544,0.000000
12177,0xc53413e82742d3779033dce530dd4a21002f019e,1000000000644707266,1.000000000644707177,0.000000
12178,0x1638863660c8bb9eba682120f5a5b309630924b9,1000000000644695663,1.000000000644695630,0.000000
12179,0x37bc630f375a13b1c7c3c73a337d1919b46ce9ab,1000000000644528168,1.000000000644528209,0.000000
12180,0x04a1015385e3b6579cb72f26b02b81bba3d3ef6e,1000000000644367066,1.000000000644367004,0.000000
12181,0x659263858a7b504493fbc8473b2bb2e4c09681ba,1000000000644222898,1.000000000644222897,0.000000
12182,0xdbad7b0d7c102476175d78a93538a84ec8093dcb,1000000000644128060,1.000000000644128084,0.000000
12183,0x060b73e077e0ded5750f7495d434557a60df473f,1000000000643884662,1.000000000643884723,0.000000
12184,0x250c6d3ac1f2fb3fdee7183c4aef48e664edfc92,1000000000643831486,1.000000000643831433,0.000000
12185,0x1a47e4f4726da5560fe32e0db12956a3218c2bf6,1000000000643598250,1.000000000643598286,0.000000
12186,0x32b25d4737523dbff9d3eb24009c575fe2a0e877,1000000000643425180,1.000000000643425091,0.000000
12187,0x1c3d25a248b0d50232312d79d74e3aeb63efe011,1000000000643349215,1.000000000643349152,0.000000
12188,0x8f02fc4e62975c5c67c4f6e5bb4accb2461c5bbf,1000000000643141045,1.000000000643141096,0.000000
12189,0x199a3954a569e61121d6f80004767cc49333ffcf,1000000000643015711,1.000000000643015641,0.000000
12190,0x32a04e7a6716ce354a86fae4a291207eb427426f,1000000000642860967,1.000000000642860876,0.000000
12191,0xe85d48f221cfaf11b4d23ac3f88c73607f0460e6,1000000000642830755,1.000000000642830678,0.000000
12192,0x076469fafee8a60b4681f0f7a8ebe393cb0b24f2,1000000000642769834,1.000000000642769837,0.000000
12193,0x41297de83e05977a7bf02c77931ea46af5adc5c2,1000000000642403036,1.000000000642403020,0.000000
12194,0x65adaa6239fa9ef5f97c37bb9098a896954c573a,1000000000642261848,1.000000000642261799,0.000000
12195,0xfe0a8a2ff38732320e82a801072026f3876d1475,1000000000642193362,1.000000000642193410,0.000000
12196,0xf1b7d76ed7e795b98a5c6bd63de11229c13f2276,1000000000642028580,1.000000000642028652,0.000000
12197,0x28a453b86476926a136b7d2a6f9247305baadeb0,1000000000641985722,1.000000000641985798,0.000000
12198,0xf9aed55b5ec729a0acc49941cb4e98f6fe2756ec,1000000000641975986,1.000000000641976028,0.000000
12199,0x06ff09c85ac7902e3781956fa07a54de64089b72,1000000000641940171,1.000000000641940279,0.000000
12200,0x416b4ca1e2ae44c22571efa5bbb0eedc04d01096,1000000000641734913,1.000000000641734887,0.000000
12201,0x5152dae98cced74396caeb4a7d2a7b4c3324b1eb,1000000000641690322,1.000000000641690256,0.000000
12202,0xb3225fff93735d554851cb5d6f2d36477dba4628,1000000000641605528,1.000000000641605435,0.000000
12203,0x45a4a189359418c0d51c4210fb685905144b65f5,1000000000641131669,1.000000000641131592,0.000000
12204,0x8575694211a8ffbdfe5999a61cd23291fb63cbaf,1000000000641062119,1.000000000641062092,0.000000
12205,0x216a9f395c6761fcb6087ce47e695b1dd3e05485,1000000000641056488,1.000000000641056541,0.000000
12206,0xf5d223f6897be03abf5a35bac568a996c7482545,1000000000640967027,1.000000000640967057,0.000000
12207,0xf55fbff14b35f734612433080c00916129f3173f,1000000000640953616,1.000000000640953512,0.000000
12208,0xf2b951c331f440e43bca0fe8a49ab37d6996ca21,1000000000640901779,1.000000000640901776,0.000000
12209,0x41886fbd04f19449d54415850da849c411b830a7,1000000000640890917,1.000000000640890896,0.000000
12210,0xcac75b965af61b4723a721879ce710c62c00b0c2,1000000000640799139,1.000000000640799191,0.000000
12211,0xb18a758069fea60d8f442a2c38ef25a496da9999,1000000000640563860,1.000000000640563824,0.000000
12212,0x78242e3fc4a1308446eded7be6d5e5b3aba51a35,1000000000640531761,1.000000000640531850,0.000000
12213,0x36577394a21c4401f87100e9a8386dac690d5146,1000000000640419451,1.000000000640419495,0.000000
12214,0xd3f524bc608420ff5c82b5317e21bf1df4eca8da,1000000000640323804,1.000000000640323794,0.000000
12215,0xb4ab4c7df31b56f1448e34a2a0179a3b8a328888,1000000000640228167,1.000000000640228093,0.000000
12216,0x43d79f73eefea89bd3b780c5586f776feba00170,1000000000640147369,1.000000000640147269,0.000000
12217,0x3d7a09e9e3068887e1806b51edf502e4e0e24c12,1000000000640123777,1.000000000640123732,0.000000
12218,0xf0f07c6a4866590f746b06c195989344acfc2dfa,1000000000640052184,1.000000000640052233,0.000000
12219,0xff6d7b3106f81b2a6e7de894f9d5659838b2f68d,1000000000639959751,1.000000000639959641,0.000000
12220,0xb6a1ad1cf3862ebbbddaf3952b0c91ccaa4c9696,1000000000639904618,1.000000000639904574,0.000000
12221,0xb678111a57f08e2a29591124b450efaa018da965,1000000000639861282,1.000000000639861275,0.000000
12222,0xc93250850e16c4dd13e79c75f6aa9f27d5656128,1000000000639674868,1.000000000639674758,0.000000
12223,0x07314d71a8296a60f396775e725272b1bfccfa87,1000000000639560401,1.000000000639560405,0.000000
12224,0x2f07de02c65b9a515e2295993c911a49a7231004,1000000000639377557,1.000000000639377662,0.000000
12225,0x4f1dba590b6fd9ef8d54004a4400b0db2118040a,1000000000639245631,1.000000000639245545,0.000000
12226,0x30bb7c3974af9bdb56d4ca16c27e6e2e89cc0982,1000000000638992456,1.000000000638992415,0.000000
12227,0x12df3304a88df8315aebbf259f5003adb88231e5,1000000000638941836,1.000000000638941788,0.000000
12228,0xbd50941d99b623d62430f215a957f9beadd94bde,1000000000638906603,1.000000000638906705,0.000000
12229,0x1bfb3c8c2d39b028c65f1be9f833c61253bed90c,1000000000638738896,1.000000000638738840,0.000000
12230,0x470d85e85199d418128c68f1158a42fd1bcfa430,1000000000638625895,1.000000000638625819,0.000000
12231,0x27911d70a19fecc36260b7216efe168eb055cef9,1000000000638397462,1.000000000638397557,0.000000
12232,0x752aba63870bf47d2b93876a9b4a34a83319e516,1000000000638180122,1.000000000638180175,0.000000
12233,0xd067a702e8050912147a940d71cc0b247522aaaa,1000000000637805693,1.000000000637805586,0.000000
12234,0x7717d3ff592db53f0c648ff6f06902a92fe8b37d,1000000000637751089,1.000000000637751185,0.000000
12235,0xff3ee064364dcd51088c8a89838da9d8b7a3b08b,1000000000637619912,1.000000000637619957,0.000000
12236,0x0f55cf11c8a379730f9f0c4350feb05c1890d2f0,1000000000637371397,1.000000000637371489,0.000000
12237,0x0194c49296b1f70918f589ad81245ec10462281c,1000000000637265829,1.000000000637265796,0.000000
12238,0x0a5eed083e994cab265a1cfe8b02d0e37b13bdf4,1000000000637037820,1.000000000637037756,0.000000
12239,0x678525afc4b0157455c239999822b7135d7e0b97,1000000000636552599,1.000000000636552588,0.000000
12240,0x530e5917ba22f713f694c25f218fa8f9c2d1250e,1000000000636331074,1.000000000636330988,0.000000
12241,0xac2547f3f5d9c2754d33055bca67295634919b2e,1000000000636211215,1.000000000636211306,0.000000
12242,0x84c038df7272fcef9affb8b96d1e09a571a7d63a,1000000000635947080,1.000000000635947073,0.000000
12243,0x3bf5aed3ba886bac535db5532d6a8ca1b6ed13e8,1000000000635858184,1.000000000635858255,0.000000
12244,0x8af95390ad604a75c505b86791852006b79a8f79,1000000000635141859,1.000000000635141939,0.000000
12245,0x5968249a278b70d844ff1d72feda2002a5f43d69,1000000000634784054,1.000000000634784003,0.000000
12246,0xe424883d39654da47222e14aec553888bde41cbb,1000000000634724125,1.000000000634724051,0.000000
12247,0x5d673194ed20297527c5ca3fc0b7dbe47185abd4,1000000000634453671,1.000000000634453601,0.000000
12248,0x0c4d856be8ebcf7de4c6bf4ce607291cc2484de1,1000000000634382157,1.000000000634382102,0.000000
12249,0x89fa22a53a818a4b7f843fe59136b11537b712c0,1000000000634236066,1.000000000634235997,0.000000
12250,0xbd517ebb695c44c6a90707c80668b03f402364fb,1000000000634193307,1.000000000634193364,0.000000
12251,0xbf6ab0e7c09605c5506da8869029c86a766c3e62,1000000000634078477,1.000000000634078567,0.000000
12252,0xcfccd05b9f6411a6e3d34f6efe448c56ccebf2c0,1000000000633968813,1.000000000633968877,0.000000
12253,0x42f266e4e1a6e5b81dfb8f272b5e4144d71230e3,1000000000633944755,1.000000000633944675,0.000000
12254,0x83e811e0abb1c231f64448924669807cb497b6d5,1000000000633829708,1.000000000633829655,0.000000
12255,0xaf43edf06f643b21ed046017753530e67d7fa62a,1000000000633752558,1.000000000633752606,0.000000
12256,0xaac59cc7df6dfcaf9d50a206c671edd26aaad8a7,1000000000633751790,1.000000000633751718,0.000000
12257,0x5508cd32a47a55decec75777d7a0981500064347,1000000000633750397,1.000000000633750386,0.000000
12258,0x07c0581673f07cf6b0eb1def9f5952048e66e497,1000000000633746843,1.000000000633746833,0.000000
12259,0xd83d3dccf824753644cb1e3021d1d59ab8702a23,1000000000633565205,1.000000000633565200,0.000000
12260,0x937bcf22ec252a05fdba4d63273d64e412289539,1000000000633507872,1.000000000633507913,0.000000
12261,0x6c981d26dfdb584691dd567d7ba841eedb4134f1,1000000000633266169,1.000000000633266106,0.000000
12262,0xdfe9aa5ef555f4b1ed0d3f3e3ded5fe61d007caf,1000000000633130471,1.000000000633130437,0.000000
12263,0x6b70c8f408c756448e41a2a744cc264e008e9475,1000000000633013692,1.000000000633013642,0.000000
12264,0x28b98f4b7d821e5caa1c1ca9e0888b01b33038af,1000000000632539310,1.000000000632539354,0.000000
12265,0xdd8839dc3331482299143c43cfb7776f13bd827f,1000000000632454338,1.000000000632454311,0.000000
12266,0x127220c8aa355a63ae8874724fa10be8367cbd50,1000000000632029371,1.000000000632029318,0.000000
12267,0x042d9d5ffac91255f1f2e7eb3917dd5ab6a64425,1000000000631836193,1.000000000631836139,0.000000
12268,0x464ce0e17e24bf56781bd3d50a352aea68289825,1000000000631775843,1.000000000631775743,0.000000
12269,0xf15967b759f1c1ce429b106f11ff2aa529d36897,1000000000631723145,1.000000000631723118,0.000000
12270,0xd0a172fe63f8d3f266c12ee43abe4e33430e9795,1000000000631715854,1.000000000631715791,0.000000
12271,0xe2f9758e5a9236654db8a41defa8d4ea8b3556a2,1000000000631460987,1.000000000631460884,0.000000
12272,0x70c621ebf385cd3ed49214129d629febf701f2f8,1000000000631217526,1.000000000631217523,0.000000
12273,0x02afc1eba0a4167d46ace07f722453051bf31692,1000000000631163601,1.000000000631163566,0.000000
12274,0x51fe446255b6b38195ae80cad93713b45a0b77b5,1000000000631074822,1.000000000631074748,0.000000
12275,0xa2671730bf95c85626205af24e28c77711e0bc34,1000000000630926627,1.000000000630926644,0.000000
12276,0xf0542c0c501482d50828fe87ff217198bebff5a2,1000000000630890554,1.000000000630890451,0.000000
12277,0x03efe686cd38503aa5c94030d0caf44d3d88b992,1000000000630802266,1.000000000630802299,0.000000
12278,0x055a6e12e8efe7ae3e28faa08f4c98661da166a9,1000000000630733787,1.000000000630733688,0.000000
12279,0x0247a6650137dcc01d031c84ce07968d8e6368cd,1000000000630384681,1.000000000630384633,0.000000
12280,0xac5902c034d176169b8447c06c032b854d6e54a1,1000000000629928086,1.000000000629928110,0.000000
12281,0xae058c9a8b202ffa4cc79c1b3cd30ca1fe674fa3,1000000000629741248,1.000000000629741148,0.000000
12282,0xf893c5e2b16f092fb3f467c88dd2774fdecd9988,1000000000629700925,1.000000000629700958,0.000000
12283,0xf6f35f3e4de8042e3c2a8bddcb36d67f05764877,1000000000629647938,1.000000000629647889,0.000000
12284,0x9a0add30e515a99a89f934588418ace1206e8f96,1000000000629643972,1.000000000629643893,0.000000
12285,0x91bd68cd49693c1be921f6dd82cd532da05ceb13,1000000000629620825,1.000000000629620800,0.000000
12286,0x40521ffe1096c0fd3c08dc448240a5e6a8fefce9,1000000000629061700,1.000000000629061692,0.000000
12287,0x134584db4272743873cf11117a4728b89773d480,1000000000628939534,1.000000000628939567,0.000000
12288,0xbb2b49886da37b3af897d0fa76d510b6d04d8f5e,1000000000628543183,1.000000000628543217,0.000000
12289,0xc598a454f5bb88049d0850bf5a675c8879b379b9,1000000000628540545,1.000000000628540553,0.000000
12290,0xeb17664ba4ea3cb4609cdf58292932d3e3e9c69d,1000000000628463563,1.000000000628463503,0.000000
12291,0x7d94e52f7788e072cc8d79a65fcc7f299078dd5b,1000000000628242287,1.000000000628242347,0.000000
12292,0xa72e7843ae91b29ef9ee1f43730f706674bb4477,1000000000628072635,1.000000000628072705,0.000000
12293,0xb5e7726cfa1eba3f78a0c1cfd4d1fe36da512080,1000000000627819060,1.000000000627819130,0.000000
12294,0x437e31dfb63744176881546e95433d94483ffb8a,1000000000627555721,1.000000000627555785,0.000000
12295,0x9c8910758e45adc9ff81b32778de7a2f789876de,1000000000627292097,1.000000000627291996,0.000000
12296,0x7aecb798c5cde21e2f871fd312561cd5e9949e73,1000000000626921153,1.000000000626921182,0.000000
12297,0x5f72b1b22c8f37c56b1b7123fc05c16f70b5423c,1000000000626913177,1.000000000626913188,0.000000
12298,0xfda902987bbc924731edd3b0997db1289a3d290a,1000000000626744164,1.000000000626744212,0.000000
12299,0x0e0c4b0151d09044869899d25984d7552812898f,1000000000626551185,1.000000000626551255,0.000000
12300,0x041eba62db6239fe8b5fa00afff0d0b14fcd95b2,1000000000626530011,1.000000000626529939,0.000000
12301,0x83a93500093fe8fcf98fc5618cd235f74ff70ce2,1000000000626504831,1.000000000626504848,0.000000
12302,0x2420f5d6c7c0be01e4389435f06f89786a0bb4a0,1000000000626265650,1.000000000626265706,0.000000
12303,0x76df843675d5645fe3ff059cf9d0d0e90ea09898,1000000000626063327,1.000000000626063423,0.000000
12304,0x6535eac9f8e52b5e0e32a9a2bbcbf56cff5d7630,1000000000625916961,1.000000000625916874,0.000000
12305,0x0e1da0f0bca98789d2b0ba4509a4b79d33d183b7,1000000000625897039,1.000000000625897112,0.000000
12306,0x0fb6caa1b4b4f3d1437aeb059177431d3c81cb4f,1000000000625836935,1.000000000625836938,0.000000
12307,0xaf67f4eb05a38b6d051ca5e367f062fbb4e0db3f,1000000000625777656,1.000000000625777652,0.000000
